name,isPE,amountOfImportedDLL,advapi32.dll,user32.dll,ws2_32.dll,wininet.dll,kernel32.dll,shell32.dll,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,MajorSubsystemVersion,NumberOfRvaAndSizes,SizeOfImage,SectionAlignment,FileAlignment,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,relocationsOverlapEntrypoint,sequentialRelocs
59,1,1,0,0,0,0,0,0,11264,2560,0,19438,4194304,5,16,40960,8192,512,0,0,0,0.08153941234324169,5.691840842000275,3,1343349644,0,0,224,258,0,0
60,1,4,0,1,0,0,1,0,284672,26624,0,282192,4194304,4,16,323584,4096,512,1,2,0,0.16032872589902852,7.5672641075705664,6,1334316304,0,0,224,270,0,762
61,1,11,0,0,0,0,1,0,11264,29184,3072,5328,4194304,5,16,65536,4096,512,0,4,1,0.19743807838821048,5.832948967606534,11,0,30720,139,240,39,0,0
62,1,6,1,1,0,0,1,1,126464,14336,0,5584,4194304,4,16,155648,4096,512,0,2,2,3.4833456512416796,6.250289925973348,6,1336190511,0,0,224,270,0,95
63,1,4,0,1,0,0,1,0,28672,409600,4096,6517,4259840,4,16,819200,4096,4096,1,1,1,3.941067244828974,7.823934295794667,5,1335786759,0,0,224,271,0,0
64,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.7082737229600202,7.904842708875229,4,1343935512,0,0,224,271,0,0
65,1,7,0,1,0,0,1,0,106496,32768,0,6373,4194304,4,16,147456,4096,4096,0,0,0,1.5087869519713806,5.708057219169008,4,1385648463,0,0,224,271,0,0
66,1,2,1,0,0,0,1,0,2048,93184,0,4128,4194304,4,16,110592,4096,512,1,1,1,1.9411925072141014,7.712432986682001,5,1332610797,0,0,224,270,0,2
67,1,5,1,0,0,0,1,0,176128,290816,0,57568,268435456,4,16,483328,4096,4096,1,0,0,2.0735068863421913,7.744424849903238,5,1213378161,0,0,224,8450,0,2523
68,1,3,1,0,0,0,1,0,2048,91648,0,4640,4194304,4,16,110592,4096,512,1,0,0,2.006387977875609,7.757396300772107,5,1332901810,0,0,224,270,0,2
69,1,4,0,1,0,0,1,0,12288,397312,0,6355,4194304,4,16,827392,4096,4096,1,0,0,4.971453408259199,7.976081600389113,4,1342376926,0,0,224,271,0,0
70,1,4,0,1,0,0,1,0,24576,403643,389120,6469,4259840,4,16,835584,4096,4096,1,0,0,2.1825047445903873,7.731389278141639,4,1332966487,0,0,224,271,0,0
71,1,5,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.951482263809811,7.736447575279258,4,1344630696,0,0,224,271,0,0
72,1,4,0,1,0,0,1,0,4608,18432,0,775452,4259840,4,16,806912,4096,512,0,0,0,0.42013066021895284,7.095967906426208,4,1319571264,0,0,224,271,0,0
73,1,9,1,0,0,0,1,1,17920,30720,512,18896,5368709120,6,16,69632,4096,512,0,1,1,3.799459614758555,5.9495037966331035,7,1436498343,0,0,240,34,0,0
74,1,5,1,1,0,0,1,0,349184,20992,0,347088,4194304,4,16,389120,4096,512,0,3,0,0.16032872589902852,6.577875345695784,7,1334694303,0,0,224,270,0,540
75,1,5,1,1,0,0,1,0,140288,37888,0,115148,4194304,5,16,200704,4096,512,1,0,0,3.5784614234363934,7.876079644601034,4,1299454751,0,0,224,258,0,133
76,1,4,0,1,0,0,1,0,115200,30208,0,113744,4194304,4,16,155648,4096,512,0,0,0,4.361512605181924,6.830285762844653,4,1334026870,0,0,224,270,0,900
77,1,4,1,1,0,0,1,0,14848,108544,0,5872,4194304,4,16,143360,4096,512,0,3,3,2.4745000159258113,7.280497530822641,7,1338253190,0,0,224,270,0,0
78,1,3,1,1,0,0,1,0,145408,16896,0,5376,4194304,4,16,188416,4096,512,0,5,5,0.4255926339982148,6.051131759760422,8,1342026060,0,0,224,270,0,0
79,1,2,0,0,0,0,0,0,61952,371712,0,428606,65536,5,16,435200,512,512,1,1,0,0.2664695087990582,7.988633241636678,6,1206676886,0,0,224,258,0,77
80,1,4,1,1,0,0,1,0,112128,15872,0,109696,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.077601206996851,8,1334800090,0,0,224,270,0,278
81,1,1,0,0,0,0,0,0,11264,2560,0,19070,4194304,6,16,40960,8192,512,0,0,0,0.08153941234324169,5.544480113653771,3,1343348449,0,0,224,258,0,0
82,1,5,0,1,0,0,1,1,24576,420539,397312,6469,4259840,4,16,856064,4096,4096,1,0,0,2.6383279498501433,7.64028287667412,4,1333049649,0,0,224,271,0,0
83,1,4,0,1,0,0,1,0,8704,335360,0,6316,4194304,4,16,778240,4096,512,1,0,0,0.08219223432150993,7.920252837851268,4,1329409810,0,0,224,271,0,0
84,1,3,1,0,0,0,1,0,2560,264192,0,4640,4194304,4,16,299008,4096,512,1,6,5,2.14600044314019,7.731633650695323,10,1333009240,0,0,224,270,0,2
85,1,7,0,1,0,0,1,0,28672,409600,24576,7249,4259840,4,16,892928,4096,4096,1,0,0,2.5383410236796644,7.914210951051821,4,1334507599,0,0,224,271,0,0
86,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.1340236037858915,4,1335550859,0,0,224,270,0,2
87,1,5,0,1,0,0,1,0,12288,393216,0,6328,4194304,4,16,827392,4096,4096,1,0,0,4.977962512056154,7.984924376724087,4,1342474982,0,0,224,271,0,0
88,1,2,0,0,0,0,1,0,76288,118784,0,34785,4194304,5,16,360218624,4096,512,0,1,0,3.2752196614994746,6.921746359241038,4,1397843884,0,0,224,259,0,0
89,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.082729782198524,9,1334938851,0,0,224,270,0,301
90,1,4,1,0,0,0,1,0,90112,245140,499712,87166,4194304,4,16,856064,4096,4096,1,0,0,1.1369952838140192,7.968513306791453,4,1331844927,0,0,224,271,0,0
91,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.2681895726558982,7.989345960258121,6,1213800635,0,0,224,258,0,77
92,1,4,1,1,0,0,1,0,15360,111104,0,6000,4194304,4,16,147456,4096,512,0,3,3,2.617643850195868,7.284546024060978,7,1337946030,0,0,224,270,0,0
93,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6058640429280744,6.6434410073850465,5,1333760698,0,0,224,8450,0,439
94,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.2688621526124811,7.988058420573117,6,1212819073,0,0,224,258,0,77
95,1,4,0,1,0,0,1,0,4608,367104,0,787520,4259840,4,16,1167360,4096,512,1,0,0,2.657059057269957,7.987980432502094,4,1319571264,0,0,224,271,0,0
96,1,5,0,1,0,0,1,0,28672,434176,245760,7014,4259840,4,16,999424,4096,4096,1,0,0,4.224082501265148,7.833194215546341,4,1335210826,0,0,224,271,0,0
97,1,2,0,1,0,0,1,0,12288,389120,0,5416,4194304,4,16,823296,4096,4096,1,0,0,6.345935273630606,7.822228920901555,4,1343502777,0,0,224,271,0,0
98,1,2,0,0,0,0,0,0,60928,401408,0,457278,65536,5,16,463872,512,512,1,1,0,0.211748082240753,7.9897737188176015,6,1218280408,0,0,224,258,0,79
99,1,5,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.9179262909822286,7.736525954561388,4,1344630696,0,0,224,271,0,0
100,1,4,0,1,0,1,1,0,61440,401408,0,7536,4194304,4,16,823296,4096,4096,1,0,0,6.063141726099688,7.9149572522386045,4,1345574579,0,0,224,271,0,0
101,1,2,1,0,0,0,1,0,94208,307678,491520,76137,4259840,4,16,913408,4096,4096,1,0,0,3.770000384660344,7.768100352216089,4,1332675903,0,0,224,271,0,0
102,1,2,0,1,0,0,1,0,142336,24576,0,112794,4194304,5,16,192512,4096,512,1,5,0,0.41684622993819864,7.971085753522799,9,1297596187,0,0,224,258,0,111
103,1,5,0,1,0,0,1,1,28672,434176,249856,7018,4259840,4,16,995328,4096,4096,1,0,0,4.258259086178153,7.871818447771083,4,1335342692,0,0,224,271,0,0
104,1,11,0,0,0,0,1,0,16896,37376,3072,5328,4194304,5,16,77824,4096,512,0,4,1,0.19743807838821048,5.922266154665931,11,33798176,38912,161,240,39,0,0
105,1,4,0,1,0,0,1,0,20480,419138,401408,6109,4259840,4,16,856064,4096,4096,1,0,0,6.6136989996458535,7.565074674580706,4,1333306672,0,0,224,271,0,0
106,1,3,1,0,0,0,1,0,102912,5632,0,110208,4194304,4,16,122880,4096,512,0,0,0,1.5771066802569238,7.130753413234036,4,1335394884,0,0,224,270,0,2
107,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5191475358831792,6.6434410073850465,5,1333760698,0,0,224,8450,0,0
108,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.26605214894931534,7.9875032778020145,6,1213802347,0,0,224,258,0,77
109,1,5,0,1,0,0,1,1,24576,420539,397312,6469,4259840,4,16,856064,4096,4096,1,0,0,2.657406349289959,7.639134056410916,4,1333049649,0,0,224,271,0,0
110,1,4,0,1,0,0,1,0,20480,409600,233472,5536,4259840,4,16,987136,4096,4096,1,0,0,3.8072317617062184,7.86378207266671,4,1334914772,0,0,224,271,0,0
111,1,4,0,1,0,0,1,0,272384,26624,0,271584,4194304,4,16,307200,4096,512,1,0,0,4.364675732562145,7.70367797556701,4,1334276710,0,0,224,270,0,762
112,1,7,1,1,1,0,1,0,147456,61440,0,79418,1677721600,4,16,229376,4096,4096,0,0,1,1.781154434546749,6.621583408901445,5,1325128845,0,0,224,8450,0,0
113,1,2,0,0,0,0,0,0,61952,372736,0,429630,65536,5,16,436224,512,512,1,1,0,0.26767691018760964,7.988027131638317,6,1207755291,0,0,224,258,0,77
114,1,3,1,0,0,0,1,0,2048,91648,0,4640,4194304,4,16,110592,4096,512,1,0,0,2.006387977875609,7.757642375180296,5,1332914444,0,0,224,270,0,2
115,1,3,0,1,0,0,1,0,32768,405504,376832,6708,4259840,4,16,819200,4096,4096,1,0,0,3.967248013389364,7.8254104229961365,4,1336033167,0,0,224,271,0,0
116,1,3,0,1,0,0,1,0,57344,401408,0,7168,4194304,4,16,823296,4096,4096,1,0,0,5.9681364935648755,7.914727453473641,4,1345468244,0,0,224,271,0,0
117,1,5,0,1,0,1,1,0,36864,397312,0,5744,4194304,4,16,823296,4096,4096,1,0,0,3.8762075116214882,7.736413818549328,4,1344608860,0,0,224,271,0,0
118,1,3,0,1,0,0,1,0,20480,364544,0,5560,4194304,4,16,782336,4096,4096,1,0,0,3.469171587925266,7.830966452537598,4,1340783524,0,0,224,271,0,0
119,1,2,0,0,0,0,1,0,20480,389120,212992,5363,4259840,4,16,987136,4096,4096,1,0,0,3.6455248594362097,7.896872443584326,4,1335031099,0,0,224,271,0,0
120,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6052381954354966,6.644047542284788,5,1333760257,0,0,224,8450,0,439
121,1,4,1,0,0,0,1,0,5632,384000,0,5584,4194304,4,16,823296,4096,512,1,0,1,4.0019450067934805,7.881586933629746,4,1302935608,0,0,224,271,0,0
122,1,4,1,0,0,0,1,0,90112,245140,499712,87064,4194304,4,16,856064,4096,4096,1,0,0,2.9634801871081997,7.965760391207671,4,1331800726,0,0,224,271,0,0
123,1,4,0,1,0,0,1,0,20480,425984,249856,5577,4259840,4,16,987136,4096,4096,1,0,0,3.8910064187854547,7.86474862050314,4,1334948483,0,0,224,271,0,0
124,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5187432980189568,6.643844233661688,5,1333758959,0,0,224,8450,0,0
125,1,3,1,1,0,0,1,0,145408,16896,0,5360,4194304,4,16,188416,4096,512,0,5,5,0.416541661794913,6.050177316749085,8,1342174835,0,0,224,270,0,0
126,1,6,1,1,0,0,1,0,20480,16384,0,23008,4194304,4,16,40960,4096,4096,0,0,0,2.3730233330788804,6.178161090789207,4,1386262396,0,0,224,271,0,0
127,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6058640429280744,6.6438920777145025,5,1333759436,0,0,224,8450,0,439
128,1,2,0,1,0,0,1,0,159232,14336,0,133118,4194304,5,16,184320,4096,512,1,0,0,2.9025626279524377,7.893061717187066,4,1300517907,0,0,224,258,0,165
129,1,2,0,0,0,0,0,0,60416,374272,0,429630,65536,5,16,436224,512,512,1,1,0,0.18645617407566262,7.98885073568149,6,1214763216,0,0,224,258,0,77
130,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.080756713103067,9,1335066016,0,0,224,270,0,301
131,1,3,1,1,0,0,1,0,145408,16896,0,5360,4194304,4,16,188416,4096,512,0,5,5,0.416541661794913,6.048819009556771,8,1342126964,0,0,224,270,0,0
132,1,5,0,1,0,0,1,0,20480,405504,229376,5544,4259840,4,16,987136,4096,4096,1,0,0,3.927427269109975,7.860232118750082,4,1334823586,0,0,224,271,0,0
133,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5179620532237201,6.643661752884318,5,1333985852,0,0,224,8450,0,0
134,1,6,0,1,0,0,1,0,21504,134656,0,6407,4194304,5,16,258048,4096,512,1,4,0,0.020393135236084953,7.982254980497144,8,1336941911,0,0,224,258,0,135
135,1,17,1,1,0,0,1,1,1113600,290816,0,1117300,4194304,4,16,1429504,4096,512,0,4,2,0.1952012677871819,6.6802951775515815,8,708992537,0,0,224,33166,1,10383
136,1,4,0,1,0,0,1,0,28672,425984,249856,6970,4259840,4,16,987136,4096,4096,1,0,0,4.210414460260621,7.843996607327601,4,1335515320,0,0,224,271,0,0
137,1,9,1,1,0,0,1,0,271872,50688,0,5120,4194304,4,16,352256,4096,512,1,6,6,4.236080652025736,7.635342012751922,10,1333240835,0,0,224,270,0,1199
138,1,5,0,1,0,0,1,0,28672,421888,245760,7002,4259840,4,16,987136,4096,4096,1,0,0,4.2516646054999985,7.847714445256743,4,1335469004,0,0,224,271,0,0
139,1,4,1,1,0,0,1,0,112128,15872,0,109696,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.080017064912236,8,1334773457,0,0,224,270,0,278
140,1,9,1,1,0,0,1,1,4096,357736,442368,4766,4194304,4,16,819200,4096,4096,1,1,0,0.10431583732584766,7.760440630026378,5,1331491238,0,0,224,271,0,0
141,1,7,0,1,0,0,1,0,207360,0,0,28403,4194304,5,16,286720,4096,512,1,0,0,0.020393135236084953,7.861630152820272,4,1296673258,0,0,224,258,0,90
142,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6058640429280744,6.6434410073850465,5,1333760698,0,0,224,8450,0,439
143,1,2,1,0,0,0,1,0,94208,307678,491520,76217,4259840,4,16,913408,4096,4096,1,0,0,3.8067363487314534,7.767424866833561,4,1332576541,0,0,224,271,0,0
144,1,5,0,1,0,1,1,0,36864,393216,0,5776,4194304,4,16,823296,4096,4096,1,0,0,3.9243530605339987,7.736238162224095,4,1344630696,0,0,224,271,0,0
145,1,4,0,1,0,0,1,0,83968,0,0,40184,4194304,5,16,290816,4096,512,1,0,0,6.11856855326581,7.778943593905457,3,1305971022,0,0,224,258,0,93
146,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5201911167845683,6.6434410073850465,5,1333760698,0,0,224,8450,0,0
147,1,4,1,0,0,0,1,0,4608,31744,0,6688,4194304,10,16,53248,4096,512,0,0,0,0.1833387916558982,5.43544638321732,5,1436499158,0,0,224,258,0,6
148,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.1384488284701835,4,1335465637,0,0,224,270,0,2
149,1,3,1,0,0,0,1,0,2048,91648,0,4640,4194304,4,16,110592,4096,512,1,0,0,2.006387977875609,7.756246725568758,5,1332883221,0,0,224,270,0,2
150,1,2,0,1,0,0,1,0,12288,389120,0,5544,4194304,4,16,823296,4096,4096,1,0,0,3.453082618816354,7.921291319260512,4,1343116464,0,0,224,271,0,0
151,1,4,0,1,0,0,1,0,12288,397312,0,6323,4194304,4,16,827392,4096,4096,1,0,0,4.989040427542444,7.976485173198701,4,1342351835,0,0,224,271,0,0
152,1,2,0,1,0,0,1,0,12288,389120,0,5416,4194304,4,16,823296,4096,4096,1,0,0,6.34446602453919,7.820877301200772,4,1343502777,0,0,224,271,0,0
153,1,2,0,0,0,0,1,0,20480,389120,212992,5357,4259840,4,16,987136,4096,4096,1,0,0,3.646835505920968,7.897162170057406,4,1334989131,0,0,224,271,0,0
154,1,6,1,1,1,0,1,0,206848,81408,0,128096,1694498816,5,16,327680,4096,512,0,0,0,2.521956509925959,6.339635712693511,6,1334933684,0,0,240,8226,0,0
155,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.138129580710742,4,1335596537,0,0,224,270,0,2
156,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,1,1.5177257976129357,6.644198969446351,5,1333985321,0,0,224,8450,0,0
157,1,6,1,1,0,0,1,0,28672,876544,0,4106,4194304,4,16,909312,4096,4096,0,0,0,3.69711455243939,7.00983564862108,4,0,0,0,224,259,0,0
158,1,4,0,1,0,0,1,0,36864,397312,0,5680,4194304,4,16,823296,4096,4096,1,0,0,3.854446173297727,7.731362414865825,4,1344581633,0,0,224,271,0,0
159,1,7,1,1,0,0,1,1,8192,370024,425984,4808,4194304,4,16,819200,4096,4096,1,0,0,3.426028963200651,7.4771159445308975,4,1331544256,0,0,224,271,0,0
160,1,11,0,0,0,0,1,0,13312,32256,3072,5328,4194304,5,16,69632,4096,512,0,4,1,0.19743807838821048,6.02926326276519,11,0,33792,149,240,39,0,0
161,1,3,0,1,0,0,1,0,20992,217088,0,13161,4194304,4,16,245760,4096,512,1,0,0,0.04078075625387198,7.997665882650521,4,1181613016,0,0,224,271,0,0
162,1,6,0,1,0,0,1,0,32768,466944,4096,8020,4259840,4,16,819200,4096,4096,0,1,1,4.246433195949993,7.195239048961081,5,1335900359,0,0,224,271,0,0
163,1,4,1,1,0,0,1,0,112128,15872,0,109760,4194304,4,16,151552,4096,512,0,4,0,0.16032872589902852,7.079916419262141,8,1334902817,0,0,224,270,0,278
164,1,2,0,1,0,0,1,0,12288,389120,0,5528,4194304,4,16,823296,4096,4096,1,0,0,6.377496938383659,7.820889475478112,4,1343473788,0,0,224,271,0,0
165,1,3,0,1,0,0,1,0,12288,376832,0,5528,4194304,4,16,823296,4096,4096,1,0,0,5.961699263758289,7.921891209022322,4,1343676558,0,0,224,271,0,0
166,1,3,0,1,0,0,1,0,5120,160768,0,7328,4194304,5,16,188416,4096,512,1,3,3,5.128667706825739,7.7240074428520655,6,1357871488,0,0,224,259,0,0
167,1,7,0,1,0,0,1,1,20480,397267,606208,5619,4259840,4,16,1044480,4096,4096,1,0,0,2.18965694594143,7.874350491342288,4,1333707682,0,0,224,271,0,0
168,1,9,1,1,0,0,1,0,98304,50688,0,5120,4194304,4,16,176128,4096,512,1,6,6,4.238401607933958,7.522564355958379,10,1333258892,0,0,224,270,0,1200
169,1,2,1,0,0,0,1,0,2048,93184,0,4128,4194304,4,16,110592,4096,512,1,1,1,1.9411925072141014,7.712444629211092,5,1332615619,0,0,224,270,0,2
170,1,4,0,1,0,0,1,0,36864,389120,0,5728,4194304,4,16,823296,4096,4096,1,0,0,0.7118023387071889,7.905028318767679,4,1343813193,0,0,224,271,0,0
171,1,5,0,1,0,0,1,0,49152,97280,0,30406,4194304,5,16,159744,4096,512,1,0,0,4.539365694133828,7.972865459951454,4,1341586878,0,0,224,258,0,149
172,1,4,1,0,0,0,1,0,90112,245140,499712,87166,4194304,4,16,856064,4096,4096,1,0,0,1.1369952838140192,7.969147821329146,4,1331844927,0,0,224,271,0,0
173,1,4,1,0,0,0,1,0,90112,245140,499712,87064,4194304,4,16,856064,4096,4096,1,0,0,2.9479396223882492,7.966731327655429,4,1331800726,0,0,224,271,0,0
174,1,4,0,1,0,0,1,0,28672,393216,217088,6523,4259840,4,16,987136,4096,4096,1,0,0,3.982417446495472,7.839956931171249,4,1335608472,0,0,224,271,0,0
175,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.049997817247869,8,1342294818,0,0,224,270,0,0
176,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.0483236375967095,8,1342307714,0,0,224,270,0,0
177,1,4,0,1,0,0,1,0,9216,357376,0,7664,4194304,4,16,823296,4096,512,1,0,0,0.0821922343215099,7.944164900608898,4,1305462840,0,0,224,271,0,0
178,1,3,1,0,0,0,1,0,102912,5632,0,110256,4194304,4,16,122880,4096,512,0,0,0,1.661304313284645,7.13845271367172,4,1335450021,0,0,224,270,0,2
179,1,12,1,1,0,0,1,0,311808,354304,0,315260,4194304,4,16,692224,4096,512,0,4,2,0.2005819074398449,7.173182823871519,8,708992537,0,0,224,33166,1,3928
180,1,2,0,0,0,0,0,0,61952,372736,0,429630,65536,5,16,436224,512,512,1,1,0,0.2566248132429918,7.9882764966387345,6,1207750265,0,0,224,258,0,77
181,1,4,0,1,0,0,1,0,24576,428731,389120,6519,4259840,4,16,856064,4096,4096,1,0,0,1.6370776066829056,7.637250505153631,4,1333049654,0,0,224,271,0,0
182,1,2,1,0,0,0,1,0,14336,107008,0,5024,4194304,4,16,143360,4096,512,0,3,3,2.222951494890152,7.288303320350726,7,1337919636,0,0,224,270,0,0
183,1,2,0,1,0,0,1,0,12288,389120,0,5544,4194304,4,16,823296,4096,4096,1,0,0,3.4505991294321903,7.921629729186682,4,1343116464,0,0,224,271,0,0
184,1,12,0,0,0,0,1,0,24576,45568,5120,5328,4194304,5,16,86016,4096,512,0,4,1,0.186582516434666,6.009497013043577,11,0,47104,195,240,39,0,0
185,1,4,0,1,0,0,1,0,4096,333616,585728,4564,4194304,4,16,942080,4096,4096,1,0,0,2.1377439923223736,7.871074370231514,4,1331321630,0,0,224,271,0,0
186,1,6,0,1,0,0,1,1,28672,446464,262144,6976,4259840,4,16,995328,4096,4096,1,0,0,4.206686935448474,7.830718929820507,4,1335379208,0,0,224,271,0,0
187,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.6080500521801606,6.643844233661688,5,1333758959,0,0,224,8450,0,439
188,1,2,0,0,0,0,0,0,60928,371712,0,427582,65536,5,16,434176,512,512,1,1,0,0.2667247289058982,7.987503288171694,6,1213802347,0,0,224,258,0,77
189,1,4,0,1,0,0,1,0,36864,380928,0,5616,4194304,4,16,823296,4096,4096,1,0,0,0.707841960941091,7.904828351042914,4,1343935512,0,0,224,271,0,0
190,1,6,1,1,1,0,1,0,20480,12288,0,6622,4194304,4,16,36864,4096,4096,0,1,0,1.0755887367931707,5.369715550446518,5,1407506942,0,0,224,271,0,0
191,1,4,0,1,0,1,1,0,61440,401408,0,7584,4194304,4,16,823296,4096,4096,1,0,0,6.023210133321355,7.9150876454439665,4,1345496641,0,0,224,271,0,0
192,1,3,0,1,0,0,1,0,12288,397312,0,5560,4194304,4,16,823296,4096,4096,1,0,0,4.983287832984153,7.976678685241319,4,1342983738,0,0,224,271,0,0
193,1,3,0,1,0,0,1,0,12288,376832,0,5592,4194304,4,16,823296,4096,4096,1,0,0,5.961376172757595,7.922129892603818,4,1343718681,0,0,224,271,0,0
194,1,3,0,1,0,0,1,0,12288,376832,0,5528,4194304,4,16,823296,4096,4096,1,0,0,5.962249659951551,7.922069205282779,4,1343676558,0,0,224,271,0,0
195,1,3,0,1,0,0,1,0,158208,18432,0,133022,4194304,5,16,184320,4096,512,1,0,0,3.388130949619665,7.897941458564266,4,1304411205,0,0,224,258,0,142
196,1,2,0,0,0,0,1,0,16384,385024,0,6504,4194304,4,16,782336,4096,4096,1,0,0,3.0605490776099358,7.807137880216842,4,1341255872,0,0,224,271,0,0
197,1,2,0,0,0,0,0,0,60928,370688,0,426558,65536,5,16,433152,512,512,1,1,0,0.25576793457982605,7.988799551996399,6,1213799607,0,0,224,258,0,76
198,1,3,0,0,0,0,1,0,161280,43520,5120,5376,4194304,5,16,233472,4096,512,0,3,1,0.2044881574398449,5.559728116870537,9,218268,0,0,240,559,0,0
199,1,12,1,1,0,0,1,1,33280,40448,0,35168,5368709120,10,16,94208,4096,512,0,0,0,0.4759528604882788,6.142581294104143,6,1436498308,0,0,240,34,0,0
200,1,4,0,1,0,1,1,0,45056,409600,0,5968,4194304,4,16,823296,4096,4096,1,0,0,4.015866797434177,7.729552567074389,4,1344714209,0,0,224,271,0,0
201,1,5,0,1,0,1,1,0,36864,397312,0,5744,4194304,4,16,823296,4096,4096,1,0,0,3.8825065954588522,7.736492871170694,4,1344608860,0,0,224,271,0,0
202,1,4,1,0,0,0,1,0,5632,384512,0,5536,4194304,4,16,823296,4096,512,1,0,1,4.065541851365459,7.882587051821282,4,0,0,0,224,271,0,0
203,1,6,0,1,0,0,1,0,32768,466944,4096,8020,4259840,4,16,819200,4096,4096,0,1,1,4.246433195949993,7.191447932997483,5,1335900359,0,0,224,271,0,0
204,1,4,0,1,0,0,1,0,28672,409600,4096,6533,4259840,4,16,819200,4096,4096,1,1,1,3.941824379038024,7.813916729167828,5,1335808610,0,0,224,271,0,0
205,1,6,0,0,0,0,1,0,11264,28672,3072,5328,4194304,5,16,65536,4096,512,0,4,1,0.19743807838821048,5.964535311726144,11,0,30208,120,240,39,0,0
206,1,4,1,0,0,0,1,0,4096,349544,450560,4637,4194304,4,16,819200,4096,4096,1,0,0,0.7327050602348165,7.756489806511452,4,1331408674,0,0,224,271,0,0
207,1,4,1,1,0,0,1,0,113152,15872,0,109808,4194304,4,16,155648,4096,512,0,5,0,0.16032872589902852,7.08445159539538,9,1335135664,0,0,224,270,0,301
208,1,5,1,1,0,0,1,0,348672,20992,0,347088,4194304,4,16,385024,4096,512,0,2,0,0.16032872589902852,6.573667249811688,6,1334625920,0,0,224,270,0,540
209,1,3,1,0,0,0,1,0,102912,5632,0,110208,4194304,4,16,122880,4096,512,0,0,0,1.5771066802569238,7.1307507171408995,4,1335350438,0,0,224,270,0,2
210,1,2,1,0,0,0,1,0,102912,5632,0,110272,4194304,4,16,122880,4096,512,0,0,0,1.6649936702546246,7.134042590363843,4,1335525689,0,0,224,270,0,2
211,1,4,0,1,0,0,1,0,24576,428731,389120,6519,4259840,4,16,856064,4096,4096,1,0,0,1.649580278538447,7.636386842712647,4,1333049654,0,0,224,271,0,0
212,1,2,0,1,0,0,1,0,12288,389120,0,5560,4194304,4,16,823296,4096,4096,1,0,0,3.4557983227308706,7.921648393709834,4,1343160515,0,0,224,271,0,0
213,1,3,1,1,0,0,1,0,145408,46592,0,5248,4194304,4,16,217088,4096,512,0,5,5,0.12943919267108936,6.045169379873787,8,1342320015,0,0,224,270,0,0
214,1,4,0,1,0,0,1,0,4608,367104,0,787300,4259840,4,16,1167360,4096,512,1,0,0,2.674387622813818,7.987997550363528,4,1319571264,0,0,224,271,0,0
